"t","i","j","w"
"2012-05-09","France Télévisions","UMP",3.33956719209189e-05
"2012-05-09","François Hollande","INA",0.000216134435618955
"2012-05-09","François Hollande","Lagardère",0.000257698750161062
"2012-05-09","François Hollande","Nicolas Sarkozy",1.01517689457388e-05
"2012-05-09","François Hollande","UMP",8.50275063983195e-06
"2012-05-09","INA","Lagardère",0.00248138957816377
"2012-05-09","INA","Nicolas Sarkozy",9.77517106549367e-05
"2012-05-09","INA","UMP",8.18732601932206e-05
"2012-05-09","Lagardère","Nicolas Sarkozy",0.000116550116550117
"2012-05-09","Lagardère","UMP",9.76181179226863e-05
"2012-05-09","Nicolas Sarkozy","UMP",3.84556222119674e-06
"2013-07-09","Aurélie Filippetti","Justice",3.90297211326425e-05
"2013-07-09","Aurélie Filippetti","LQDN",2.42109500074146e-05
"2013-07-09","Justice","LQDN",4.09777286045035e-05
"2013-07-09","Aurélie Filippetti","Mireille Imbert-Quaretta",4.25778775992464e-05
"2013-07-09","Aurélie Filippetti","Spotify",5.47675119119339e-05
"2013-07-09","Mireille Imbert-Quaretta","Spotify",0.00010112245929821
"2013-10-09","Arcep","CSA",4.64123271140815e-05
"2013-10-09","Arcep","France Télévisions",0.000243664717348928
"2013-10-09","Arcep","Lionel Jospin",0.000823045267489711
"2013-10-09","Arcep","Michel Boyon",0.00123456790123457
"2013-10-09","Arcep","Mission Lescure",4.39869798539632e-05
"2013-10-09","Arcep","Olivier Schrameck",0.00042087542087542
"2013-10-09","CSA","France Télévisions",6.59543595831684e-05
"2013-10-09","CSA","Lionel Jospin",0.000222779170147591
"2013-10-09","CSA","Michel Boyon",0.000334168755221387
"2013-10-09","CSA","Mission Lescure",1.19062501860351e-05
"2013-10-09","CSA","Olivier Schrameck",0.000113921166552745
"2013-10-09","France Télévisions","Lionel Jospin",0.00116959064327485
"2013-10-09","France Télévisions","Michel Boyon",0.00175438596491228
"2013-10-09","France Télévisions","Mission Lescure",6.25078134766844e-05
"2013-10-09","France Télévisions","Olivier Schrameck",0.000598086124401913
"2013-10-09","Lionel Jospin","Michel Boyon",0.00592592592592592
"2013-10-09","Lionel Jospin","Mission Lescure",0.000211137503299023
"2013-10-09","Lionel Jospin","Olivier Schrameck",0.00202020202020202
"2013-10-09","Michel Boyon","Mission Lescure",0.000316706254948535
"2013-10-09","Michel Boyon","Olivier Schrameck",0.00303030303030303
"2013-10-09","Mission Lescure","Olivier Schrameck",0.000107968041459728
"2013-07-10","Aurélie Filippetti","Justice",3.90297211326425e-05
"2013-07-10","Aurélie Filippetti","LQDN",2.42109500074146e-05
"2013-07-10","Aurélie Filippetti","Mission Lescure",1.61310486391444e-05
"2013-07-10","Justice","LQDN",4.09777286045035e-05
"2013-07-10","Justice","Mission Lescure",2.73022633576323e-05
"2013-07-10","LQDN","Mission Lescure",1.69361633662318e-05
"2013-07-10","Aurélie Filippetti","Mireille Imbert-Quaretta",4.25778775992464e-05
"2013-07-10","Aurélie Filippetti","Spotify",5.47675119119339e-05
"2013-07-10","Mireille Imbert-Quaretta","Spotify",0.00010112245929821
"2013-10-10","Commission des Affaires Culturelles","CSA",0.000385579332947754
"2013-10-10","Commission des Affaires Culturelles","Marie-Françoise Marais",0.00127145581691036
"2013-10-10","CSA","Marie-Françoise Marais",4.14258787464529e-05
"2008-06-19","Christine Albanel","LCEN",4.96524329692155e-05
"2008-06-19","Christine Albanel","Nicolas Sarkozy",6.01847672354129e-06
"2008-06-19","LCEN","Nicolas Sarkozy",3.7878787878788e-05
"2008-06-23","Calogero","Mission Olivennes",0.0011142061281337
"2008-06-23","Calogero","Nicolas Sarkozy",0.000303030303030304
"2008-06-23","Mission Olivennes","Nicolas Sarkozy",1.68819110323289e-05
"2008-06-24","BPI","Mission Olivennes",0.000259117704217141
"2008-06-24","BPI","Paquet Télécom",0.000655093350802489
"2008-06-24","BPI","Virgin",0.000674081563869229
"2008-06-24","Mission Olivennes","Paquet Télécom",0.000156930440582212
"2008-06-24","Mission Olivennes","Virgin",0.000161479149004885
"2008-06-24","Paquet Télécom","Virgin",0.000408246580934884
"2008-06-25","AFA","Bouygues",0.00133689839572193
"2008-06-25","AFA","Christine Albanel",0.000248262164846078
"2008-06-25","AFA","Conseil d'Etat",0.000726744186046511
"2008-06-25","AFA","Free",0.000328083989501312
"2008-06-25","AFA","Jean-François Copé",0.00177304964539007
"2008-06-25","AFA","Mission Olivennes",0.000696378830083565
"2008-06-25","AFA","Nicolas Sarkozy",0.00018939393939394
"2008-06-25","Bouygues","Christine Albanel",4.24833651073502e-05
"2008-06-25","Bouygues","Conseil d'Etat",0.000124362641462505
"2008-06-25","Bouygues","Free",5.61427147809733e-05
"2008-06-25","Bouygues","Jean-François Copé",0.000303409564986537
"2008-06-25","Bouygues","Mission Olivennes",0.000119166430816439
"2008-06-25","Bouygues","Nicolas Sarkozy",3.24096580781074e-05
"2008-06-25","Christine Albanel","Conseil d'Etat",2.30941548694025e-05
"2008-06-25","Christine Albanel","Free",1.04257077100715e-05
"2008-06-25","Christine Albanel","Jean-François Copé",5.63431863480461e-05
"2008-06-25","Christine Albanel","Mission Olivennes",2.21292180364192e-05
"2008-06-25","Christine Albanel","Nicolas Sarkozy",6.01847672354129e-06
"2008-06-25","Conseil d'Etat","Free",3.0519440883843e-05
"2008-06-25","Conseil d'Etat","Jean-François Copé",0.00016493485073396
"2008-06-25","Conseil d'Etat","Mission Olivennes",6.47794260542851e-05
"2008-06-25","Conseil d'Etat","Nicolas Sarkozy",1.76180408738549e-05
"2008-06-25","Free","Jean-François Copé",7.44587777591633e-05
"2008-06-25","Free","Mission Olivennes",2.92442553315933e-05
"2008-06-25","Free","Nicolas Sarkozy",7.9535512606379e-06
"2008-06-25","Jean-François Copé","Mission Olivennes",0.000158043422430313
"2008-06-25","Jean-François Copé","Nicolas Sarkozy",4.29830217064262e-05
"2008-06-25","Mission Olivennes","Nicolas Sarkozy",1.68819110323289e-05
"2008-06-26","Dailymotion","Justice",6.92424871901399e-05
"2008-06-26","Dailymotion","LCEN",0.000150602409638554
"2008-06-26","Justice","LCEN",0.00014367816091954
"2008-06-26","Free","Nicolas Sarkozy",1.59071025212758e-05
"2008-06-26","Free","Xavier Niel",0.00016028530784797
"2008-06-26","Nicolas Sarkozy","Xavier Niel",4.62641684015732e-05
"2008-06-27","Commission Européenne","Paquet Télécom",0.000469483568075118
"2008-06-30","Bernard Miyet","Christine Albanel",0.000124131082423039
"2008-06-30","Bernard Miyet","Christine Boutin",0.00125
"2008-06-30","Bernard Miyet","CNIL",0.0001657824933687
"2008-06-30","Bernard Miyet","Conseil d'Etat",0.000363372093023256
"2008-06-30","Bernard Miyet","Eric Besson",0.000905797101449275
"2008-06-30","Bernard Miyet","Mission Olivennes",0.000348189415041783
"2008-06-30","Bernard Miyet","Numericable",0.00148809523809524
"2008-06-30","Bernard Miyet","SACEM",0.000188253012048193
"2008-06-30","Bernard Miyet","UMP",7.93147208121825e-05
"2008-06-30","Christine Albanel","Christine Boutin",7.94438927507448e-05
"2008-06-30","Christine Albanel","CNIL",1.05363252985073e-05
"2008-06-30","Christine Albanel","Conseil d'Etat",2.30941548694025e-05
"2008-06-30","Christine Albanel","Eric Besson",5.75680382251774e-05
"2008-06-30","Christine Albanel","Mission Olivennes",2.21292180364192e-05
"2008-06-30","Christine Albanel","Numericable",9.45760627985057e-05
"2008-06-30","Christine Albanel","SACEM",1.1964441679329e-05
"2008-06-30","Christine Albanel","UMP",5.04085613900663e-06
"2008-06-30","Christine Boutin","CNIL",0.000106100795755968
"2008-06-30","Christine Boutin","Conseil d'Etat",0.000232558139534884
"2008-06-30","Christine Boutin","Eric Besson",0.000579710144927536
"2008-06-30","Christine Boutin","Mission Olivennes",0.000222841225626741
"2008-06-30","Christine Boutin","Numericable",0.000952380952380952
"2008-06-30","Christine Boutin","SACEM",0.000120481927710843
"2008-06-30","Christine Boutin","UMP",5.07614213197968e-05
"2008-06-30","CNIL","Conseil d'Etat",3.08432545802232e-05
"2008-06-30","CNIL","Eric Besson",7.68846346057739e-05
"2008-06-30","CNIL","Mission Olivennes",2.95545392077905e-05
"2008-06-30","CNIL","Numericable",0.000126310471138057
"2008-06-30","CNIL","SACEM",1.59790355054168e-05
"2008-06-30","CNIL","UMP",6.732283994668e-06
"2008-06-30","Conseil d'Etat","Eric Besson",0.000168520390967307
"2008-06-30","Conseil d'Etat","Mission Olivennes",6.47794260542851e-05
"2008-06-30","Conseil d'Etat","Numericable",0.000276854928017718
"2008-06-30","Conseil d'Etat","SACEM",3.50238161950125e-05
"2008-06-30","Conseil d'Etat","UMP",1.47562271278479e-05
"2008-06-30","Eric Besson","Mission Olivennes",0.000161479149004885
"2008-06-30","Eric Besson","Numericable",0.000690131124913733
"2008-06-30","Eric Besson","SACEM",8.73057447180023e-05
"2008-06-30","Eric Besson","UMP",3.67836386375339e-05
"2008-06-30","Mission Olivennes","Numericable",0.000265287173365168
"2008-06-30","Mission Olivennes","SACEM",3.35604255461959e-05
"2008-06-30","Mission Olivennes","UMP",1.41396716768236e-05
"2008-06-30","Numericable","SACEM",0.000143430866322432
"2008-06-30","Numericable","UMP",6.04302634759486e-05
"2008-06-30","SACEM","UMP",7.64479236743927e-06
"2008-06-30","Amazon","V/U",3.19590923617769e-05
"2008-06-30","Disney","Sony",0.000434593654932638
"2008-06-30","Disney","Warner",0.000754147812971343
"2008-06-30","Sony","Warner",0.000110778774786751
"2008-07-01","Free","Jean-François Copé",7.44587777591633e-05
"2008-07-01","Free","UMP",6.66160384774237e-06
"2008-07-01","Jean-François Copé","UMP",3.60010080282248e-05
"2008-07-02","Christine Albanel","Olivier Henrard",0.000147118319908787
"2008-07-03","CNIL","Conseil d'Etat",3.08432545802232e-05
"2008-07-03","CNIL","Union Européenne",7.47188702506816e-05
"2008-07-03","Conseil d'Etat","Union Européenne",0.000163773337700622
"2008-07-08","Laurent Petitgirard","Renaud Donnedieu de Vabres",0.000516351118760757
"2008-07-08","Laurent Petitgirard","SACEM",0.000301204819277108
"2008-07-08","Laurent Petitgirard","UMP",0.000126903553299492
"2008-07-08","Renaud Donnedieu de Vabres","SACEM",3.11054890819733e-05
"2008-07-08","Renaud Donnedieu de Vabres","UMP",1.31053583441816e-05
"2008-07-08","SACEM","UMP",7.64479236743927e-06
"2008-07-09","Christine Albanel","Conseil d'Etat",2.30941548694025e-05
"2008-07-09","Christine Albanel","Olivier Henrard",0.000147118319908787
"2008-07-09","Conseil d'Etat","Olivier Henrard",0.000430663221360895
"2008-07-16","DMCA","V/U",4.41540091840339e-05
"2008-07-21","MPAA","V/U",4.53473607836024e-05
"2008-07-23","AFA","Free",0.000656167979002625
"2008-07-23","AFA","Jean-François Copé",0.000886524822695035
"2008-07-23","AFA","Orange",0.000440140845070422
"2008-07-23","AFA","Xavier Niel",0.00190839694656489
"2008-07-23","Free","Jean-François Copé",7.44587777591631e-05
"2008-07-23","Free","Orange",3.69672100846549e-05
"2008-07-23","Free","Xavier Niel",0.00016028530784797
"2008-07-23","Jean-François Copé","Orange",4.99450604335231e-05
"2008-07-23","Jean-François Copé","Xavier Niel",0.000216555681879703
"2008-07-23","Orange","Xavier Niel",0.000107515320933233
"2008-07-24","Bouygues","France Télévisions",0.000422178440754292
"2008-07-24","Bouygues","François Bayrou",0.000366692131398013
"2008-07-24","Bouygues","Free",0.00016842814434292
"2008-07-24","Bouygues","Nicolas Sarkozy",4.86144871171611e-05
"2008-07-24","Bouygues","Orange",0.000112977329215937
"2008-07-24","Bouygues","SFR",0.000205676676264912
"2008-07-24","Bouygues","Xavier Niel",0.000489855900722538
"2008-07-24","France Télévisions","François Bayrou",0.000300751879699247
"2008-07-24","France Télévisions","Free",0.000138140627158447
"2008-07-24","France Télévisions","Nicolas Sarkozy",3.9872408293461e-05
"2008-07-24","France Télévisions","Orange",9.26612305411415e-05
"2008-07-24","France Télévisions","SFR",0.000168690958164642
"2008-07-24","France Télévisions","Xavier Niel",0.000401767778224187
"2008-07-24","François Bayrou","Free",0.000119985001874765
"2008-07-24","François Bayrou","Nicolas Sarkozy",3.46320346320347e-05
"2008-07-24","François Bayrou","Orange",8.04828973843056e-05
"2008-07-24","François Bayrou","SFR",0.000146520146520146
"2008-07-24","François Bayrou","Xavier Niel",0.00034896401308615
"2008-07-24","Free","Nicolas Sarkozy",1.59071025212758e-05
"2008-07-24","Free","Orange",3.69672100846549e-05
"2008-07-24","Free","SFR",6.72992798977051e-05
"2008-07-24","Free","Xavier Niel",0.00016028530784797
"2008-07-24","Nicolas Sarkozy","Orange",1.06700810926163e-05
"2008-07-24","Nicolas Sarkozy","SFR",1.94250194250195e-05
"2008-07-24","Nicolas Sarkozy","Xavier Niel",4.62641684015732e-05
"2008-07-24","Orange","SFR",4.51426507764536e-05
"2008-07-24","Orange","Xavier Niel",0.000107515320933233
"2008-07-24","SFR","Xavier Niel",0.000195733020160501
"2008-07-25","Microsoft","Yahoo",0.000179420471875841
"2008-07-25","Free","Microsoft",3.34353110319809e-05
"2008-07-25","Free","Richard Stallman",0.000218722659667542
"2008-07-25","Free","Travail",0.000218722659667542
"2008-07-25","Microsoft","Richard Stallman",0.000530785562632697
"2008-07-25","Microsoft","Travail",0.000530785562632697
"2008-07-25","Richard Stallman","Travail",0.00347222222222223
"2008-07-28","Conseil d'Etat","StopDRM",0.000775193798449612
"2008-08-01","ARMT","Conseil d'Etat",0.000250062515628907
"2008-08-01","ARMT","Microsoft",0.000273953838778166
"2008-08-01","ARMT","Renaud Donnedieu de Vabres",0.000222086502692798
"2008-08-01","ARMT","StopDRM",0.0028673835125448
"2008-08-01","ARMT","V/U",7.21656924298189e-05
"2008-08-01","ARMT","Yahoo",0.000605785249129182
"2008-08-01","Conseil d'Etat","Microsoft",7.40631017627018e-05
"2008-08-01","Conseil d'Etat","Renaud Donnedieu de Vabres",6.00408277628787e-05
"2008-08-01","Conseil d'Etat","StopDRM",0.000775193798449612
"2008-08-01","Conseil d'Etat","V/U",1.95099110348057e-05
"2008-08-01","Conseil d'Etat","Yahoo",0.000163773337700622
"2008-08-01","Microsoft","Renaud Donnedieu de Vabres",6.57772125809882e-05
"2008-08-01","Microsoft","StopDRM",0.000849256900212315
"2008-08-01","Microsoft","V/U",2.13739152737999e-05
"2008-08-01","Microsoft","Yahoo",0.000179420471875841
"2008-08-01","Renaud Donnedieu de Vabres","StopDRM",0.000688468158347676
"2008-08-01","Renaud Donnedieu de Vabres","V/U",1.7327218750361e-05
"2008-08-01","Renaud Donnedieu de Vabres","Yahoo",0.000145451019369227
"2008-08-01","StopDRM","V/U",0.000223713646532439
"2008-08-01","StopDRM","Yahoo",0.00187793427230047
"2008-08-01","V/U","Yahoo",4.72634464505151e-05
"2008-08-08","ALPA","Free",1.77943858712576e-05
"2008-08-08","ALPA","OVH",0.000338983050847458
"2008-08-08","ALPA","V/U",1.13752701626664e-05
"2008-08-08","ALPA","Yahoo",9.5488183337312e-05
"2008-08-08","Free","OVH",0.00026246719160105
"2008-08-08","Free","V/U",8.80762387922987e-06
"2008-08-08","Free","Yahoo",7.39344201693097e-05
"2008-08-08","OVH","V/U",0.000167785234899329
"2008-08-08","OVH","Yahoo",0.00140845070422535
"2008-08-08","V/U","Yahoo",4.72634464505151e-05
"2008-08-19","François Fillon","Jacques Attali",0.00120445648900933
"2008-08-19","François Fillon","Nicolas Sarkozy",4.92732200049274e-05
"2008-08-19","Jacques Attali","Nicolas Sarkozy",0.000112233445566779
"2008-08-25","Barack Obama","BSA",0.0105820105820106
"2008-08-25","Barack Obama","DMCA",0.0012531328320802
"2008-08-25","Barack Obama","Justice",0.000547345374931582
"2008-08-25","Barack Obama","Maison Blanche",0.00680272108843537
"2008-08-25","Barack Obama","Microsoft",0.000606612071580224
"2008-08-25","Barack Obama","MPAA",0.00128700128700129
"2008-08-25","Barack Obama","RIAA",0.00110741971207088
"2008-08-25","BSA","DMCA",0.00292397660818713
"2008-08-25","BSA","Justice",0.00127713920817369
"2008-08-25","BSA","Maison Blanche",0.0158730158730158
"2008-08-25","BSA","Microsoft",0.00141542816702052
"2008-08-25","BSA","MPAA",0.003003003003003
"2008-08-25","BSA","RIAA",0.00258397932816537
"2008-08-25","DMCA","Justice",0.00015124016938899
"2008-08-25","DMCA","Maison Blanche",0.0018796992481203
"2008-08-25","DMCA","Microsoft",0.000167616493462957
"2008-08-25","DMCA","MPAA",0.000355618776671408
"2008-08-25","DMCA","RIAA",0.000305997552019584
"2008-08-25","Justice","Maison Blanche",0.000821018062397372
"2008-08-25","Justice","Microsoft",7.32118017424409e-05
"2008-08-25","Justice","MPAA",0.000155327741534638
"2008-08-25","Justice","RIAA",0.000133654103180968
"2008-08-25","Maison Blanche","Microsoft",0.000909918107370337
"2008-08-25","Maison Blanche","MPAA",0.00193050193050193
"2008-08-25","Maison Blanche","RIAA",0.00166112956810631
"2008-08-25","Microsoft","MPAA",0.000172146668961955
"2008-08-25","Microsoft","RIAA",0.000148126203525404
"2008-08-25","MPAA","RIAA",0.000314267756128221
"2008-08-28","Christine Albanel","Free",2.0851415420143e-05
"2008-08-28","Christine Albanel","Mission Olivennes",2.21292180364192e-05
"2008-08-28","Christine Albanel","Nicolas Sarkozy",6.01847672354129e-06
"2008-08-28","Christine Albanel","Xavier Niel",6.06441929394999e-05
"2008-08-28","Free","Mission Olivennes",5.84885106631866e-05
"2008-08-28","Free","Nicolas Sarkozy",1.59071025212758e-05
"2008-08-28","Free","Xavier Niel",0.00016028530784797
"2008-08-28","Mission Olivennes","Nicolas Sarkozy",1.68819110323289e-05
"2008-08-28","Mission Olivennes","Xavier Niel",0.00017010780582194
"2008-08-28","Nicolas Sarkozy","Xavier Niel",4.62641684015732e-05
"2008-09-02","Christine Albanel","Michel Thiollière",3.20338277220745e-05
"2008-09-02","Christine Albanel","Nicolas Sarkozy",3.00923836177065e-06
"2008-09-02","Christine Albanel","SNEP",9.45760627985057e-06
"2008-09-02","Michel Thiollière","Nicolas Sarkozy",4.88758553274683e-05
"2008-09-02","Michel Thiollière","SNEP",0.000153609831029186
"2008-09-02","Nicolas Sarkozy","SNEP",1.44300144300145e-05
"2008-09-03","SFR","SNEP",6.1050061050061e-05
"2008-09-03","SFR","V/U",6.45327826535881e-05
"2008-09-03","SNEP","V/U",4.79386385426654e-05
"2008-09-06","Luc Besson","Nicolas Sarkozy",0.000108225108225109
"2008-09-06","Luc Besson","Pascal Nègre",0.000768049155145928
"2008-09-06","Luc Besson","UMP",9.06453952139228e-05
"2008-09-06","Luc Besson","V/U",0.000239693192713327
"2008-09-06","Nicolas Sarkozy","Pascal Nègre",3.25839035516456e-05
"2008-09-06","Nicolas Sarkozy","UMP",3.84556222119674e-06
"2008-09-06","Nicolas Sarkozy","V/U",1.01688021151109e-05
